Country Code;City;Location;Coordinates;Pollutant;Source Name;Unit;Value;Last Updated;Country Label
IN;Delhi;Vivek Vihar, Delhi - DPCC;28.672342, 77.31526;PM10;caaqm;µg/m³;421.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Okhla Phase-2, Delhi - DPCC;28.530785, 77.271255;NO2;caaqm;µg/m³;71.5;2022-10-31T06:15:00+05:30;India
IN;Delhi;Nehru Nagar, Delhi - DPCC;28.56789, 77.250515;PM2.5;caaqm;µg/m³;280.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Najafgarh, Delhi - DPCC;28.570173, 76.933762;CO;caaqm;µg/m³;1400.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Anand Vihar, Delhi - DPCC;28.647622, 77.315809;PM10;caaqm;µg/m³;504.0;2022-10-31T06:00:00+05:30;India
IN;Delhi;Alipur, Delhi - DPCC;28.815329, 77.15301;O3;caaqm;µg/m³;7.5;2022-10-31T06:00:00+05:30;India
IN;Delhi;Punjabi Bagh, Delhi - DPCC;28.674045, 77.131023;O3;caaqm;µg/m³;6.3;2022-10-16T19:45:00+05:30;India
IN;Delhi;Lodhi Road, Delhi - IITM;28.588333, 77.221667;NO2;caaqm;µg/m³;17.15;2022-08-02T15:00:00+05:30;India
IN;Delhi;Dr. Karni Singh Shooting Range, Delhi - DPCC;;CO;data.gov.in;µg/m³;54000.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Dwarka-Sector 8, Delhi - DPCC;;O3;data.gov.in;µg/m³;4.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Aya Nagar, Delhi - IMD;;O3;data.gov.in;µg/m³;22.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Bawana, Delhi - DPCC;;O3;data.gov.in;µg/m³;11.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;CRRI Mathura Road, Delhi - IMD;;O3;data.gov.in;µg/m³;16.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;CRRI Mathura Road, Delhi - IMD;;NO2;data.gov.in;µg/m³;25.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;IHBAS, Dilshad Garden, Delhi - CPCB;;NO2;data.gov.in;µg/m³;95.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;North Campus, DU, Delhi - IMD;;CO;data.gov.in;µg/m³;122000.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Pusa, Delhi - DPCC;;O3;data.gov.in;µg/m³;5.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Sri Aurobindo Marg, Delhi - DPCC;;NO2;data.gov.in;µg/m³;32.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Anand Vihar, Delhi - DPCC;28.646835, 77.316032;CO;caaqm;µg/m³;2800.0;2021-09-20T13:15:00+05:30;India
IN;Delhi;Pusa, New Delhi - IMD;28.610304, 77.0996943;PM2.5;caaqm;µg/m³;0.0;2018-05-14T07:30:00+05:30;India
IN;Delhi;Najafgarh, Delhi - DPCC;28.5108561, 76.7093948;SO2;caaqm;µg/m³;8.2;2018-05-12T11:30:00+05:30;India
IN;Delhi;Dwarka-Sector 8, Delhi - DPCC;28.5206826, 76.8023871;PM10;caaqm;µg/m³;250.0;2018-05-11T18:00:00+05:30;India
IN;Delhi;R K Puram, New Delhi - DPCC;28.5646102, 77.1670103;PM10;caaqm;µg/m³;296.0;2018-05-12T10:15:00+05:30;India
IN;Delhi;Major Dhyan Chand National Stadium, Delhi - DPCC;28.6125027, 77.2351994;PM10;caaqm;µg/m³;155.0;2018-05-10T15:00:00+05:30;India
IN;Delhi;IHBAS, Dilshad Garden,New Delhi - CPCB;28.6802747, 77.2011573;PM2.5;caaqm;µg/m³;104.4;2018-04-28T20:00:00+05:30;India
IN;Delhi;North Campus, Delhi - IMD;;PM10;CPCB;µg/m³;197.81;2018-02-22T04:30:00+05:30;India
IN;Delhi;Anand Vihar, Delhi - DPCC;28.6508, 77.3152;CO;CPCB;µg/m³;1300.0;2016-03-21T20:15:00+05:30;India
IN;Delhi;Punjabi Bagh, Delhi - DPCC;28.674045, 77.131023;CO;caaqm;µg/m³;1500.0;2022-10-16T19:45:00+05:30;India
IN;Delhi;Chandni Chowk, Delhi - IITM;28.656756, 77.227234;PM2.5;caaqm;µg/m³;44.7;2022-08-02T16:00:00+05:30;India
IN;Delhi;Shadipur, Delhi - CPCB;28.6514781, 77.1473105;PM10;caaqm;µg/m³;833.9;2022-10-31T07:30:00+05:30;India
IN;Delhi;DTU, Delhi - CPCB;28.7500499, 77.1112615;PM10;caaqm;µg/m³;379.0;2022-10-31T07:15:00+05:30;India
IN;Delhi;Pusa, Delhi - DPCC;28.639645, 77.146262;O3;caaqm;µg/m³;1.5;2022-10-31T06:15:00+05:30;India
IN;Delhi;Dwarka-Sector 8, Delhi - DPCC;28.5710274, 77.0719006;PM10;caaqm;µg/m³;423.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Okhla Phase-2, Delhi - DPCC;28.530785, 77.271255;CO;caaqm;µg/m³;3000.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Nehru Nagar, Delhi - DPCC;28.56789, 77.250515;O3;caaqm;µg/m³;6.8;2022-10-31T06:15:00+05:30;India
IN;Delhi;Bawana, Delhi - DPCC;28.7762, 77.051074;O3;caaqm;µg/m³;4.6;2022-10-31T06:15:00+05:30;India
IN;Delhi;Najafgarh, Delhi - DPCC;28.570173, 76.933762;PM2.5;caaqm;µg/m³;204.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Vivek Vihar, Delhi - DPCC;;PM2.5;data.gov.in;µg/m³;227.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Narela, Delhi - DPCC;;NO2;data.gov.in;µg/m³;43.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Punjabi Bagh, Delhi - DPCC;;PM2.5;data.gov.in;µg/m³;242.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Okhla Phase-2, Delhi - DPCC;;PM10;data.gov.in;µg/m³;258.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;ITO, Delhi - CPCB;28.6316945, 77.2494387;O3;caaqm;µg/m³;28.7;2020-01-20T12:45:00+05:30;India
IN;Delhi;Okhla Phase-2, Delhi - DPCC;28.5366411, 77.2664587;PM10;caaqm;µg/m³;233.0;2018-05-13T15:30:00+05:30;India
IN;Delhi;Nehru Nagar, Delhi - DPCC;28.5639543, 77.2587868;NO2;caaqm;µg/m³;19.1;2018-05-12T11:30:00+05:30;India
IN;Delhi;Vivek Vihar, Delhi - DPCC;28.6687803, 77.3130982;PM10;caaqm;µg/m³;416.0;2018-05-12T11:30:00+05:30;India
IN;Delhi;Vivek Vihar, Delhi - DPCC;28.6687803, 77.3130982;CO;caaqm;µg/m³;700.0;2018-05-10T14:30:00+05:30;India
IN;Delhi;Delhi Technological University, Delhi - CPCB;28.744, 77.12;O3;CPCB;µg/m³;2.0;2015-04-09T11:30:00+05:30;India
IN;Delhi;Siri Fort;;PM2.5;CPCB;µg/m³;61.0;2017-11-28T16:00:00+05:30;India
IN;Delhi;Pusa2 IMD;;PM2.5;CPCB;µg/m³;361.89;2017-11-07T13:15:00+05:30;India
IN;Delhi;US Diplomatic Post: New Delhi;28.598096, 77.189066;PM2.5;StateAir_NewDelhi;µg/m³;241.0;2016-11-09T22:00:00+05:30;India
IN;Delhi;ITO, Delhi - CPCB;28.628624, 77.24106;PM2.5;caaqm;µg/m³;188.0;2022-10-31T07:15:00+05:30;India
IN;Delhi;Patparganj, Delhi - DPCC;28.623763, 77.287209;NO2;caaqm;µg/m³;89.7;2022-10-31T06:15:00+05:30;India
IN;Delhi;Jahangirpuri, Delhi - DPCC;28.73282, 77.170633;SO2;caaqm;µg/m³;12.6;2022-10-31T06:15:00+05:30;India
IN;Delhi;Bawana, Delhi - DPCC;28.7762, 77.051074;NO2;caaqm;µg/m³;22.8;2022-10-31T06:15:00+05:30;India
IN;Delhi;Narela, Delhi - DPCC;28.822836, 77.101981;PM10;caaqm;µg/m³;429.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Dr. Karni Singh Shooting Range, Delhi - DPCC;28.498571, 77.26484;PM10;caaqm;µg/m³;354.0;2022-10-31T06:00:00+05:30;India
IN;Delhi;IGI Airport (T3), Delhi - IMD;28.5627763, 77.1180053;CO;caaqm;µg/m³;50.0;2022-10-16T21:30:00+05:30;India
IN;Delhi;Punjabi Bagh, Delhi - DPCC;28.674045, 77.131023;PM2.5;caaqm;µg/m³;68.0;2022-10-16T19:45:00+05:30;India
IN;Delhi;Dr. Karni Singh Shooting Range, Delhi - DPCC;;PM2.5;data.gov.in;µg/m³;174.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Punjabi Bagh, Delhi - DPCC;;SO2;data.gov.in;µg/m³;28.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Ashok Vihar, Delhi - DPCC;;PM10;data.gov.in;µg/m³;238.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Sonia Vihar, Delhi - DPCC;;SO2;data.gov.in;µg/m³;16.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Nehru Nagar, Delhi - DPCC;;PM10;data.gov.in;µg/m³;251.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Najafgarh, Delhi - DPCC;;PM2.5;data.gov.in;µg/m³;143.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Alipur, Delhi - DPCC;;SO2;data.gov.in;µg/m³;18.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Bawana, Delhi - DPCC;;NO2;data.gov.in;µg/m³;16.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;DTU, Delhi - CPCB;;NO2;data.gov.in;µg/m³;17.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;IHBAS, Dilshad Garden, Delhi - CPCB;;PM2.5;data.gov.in;µg/m³;202.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;IHBAS, Dilshad Garden, Delhi - CPCB;;PM10;data.gov.in;µg/m³;237.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;NSIT Dwarka, Delhi - CPCB;;O3;data.gov.in;µg/m³;17.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;NSIT Dwarka, Delhi - CPCB;;PM2.5;data.gov.in;µg/m³;361.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Sri Aurobindo Marg, Delhi - DPCC;;PM2.5;data.gov.in;µg/m³;143.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Okhla Phase-2, Delhi - DPCC;28.5366411, 77.2664587;SO2;caaqm;µg/m³;17.4;2018-05-12T11:00:00+05:30;India
IN;Delhi;Nehru Nagar, Delhi - DPCC;28.5639543, 77.2587868;PM10;caaqm;µg/m³;180.0;2018-05-13T15:30:00+05:30;India
IN;Delhi;Wazirpur, Delhi - DPCC;28.701616, 77.164238;NO2;caaqm;µg/m³;20.3;2018-05-10T17:00:00+05:30;India
IN;Delhi;Narela, Delhi - DPCC;28.8446874, 77.0332666;NO2;caaqm;µg/m³;38.2;2018-05-12T10:00:00+05:30;India
IN;Delhi;IHBAS, Delhi - CPCB;28.6821, 77.305;CO;CPCB;µg/m³;2500.0;2018-02-22T08:15:00+05:30;India
IN;Delhi;Burari Crossing, Delhi - IMD;;PM10;CPCB;µg/m³;126.44;2018-02-22T04:45:00+05:30;India
IN;Delhi;North Campus, Delhi - IMD;;NO2;CPCB;µg/m³;15.61;2018-02-22T04:30:00+05:30;India
IN;Delhi;East Arjun Nagar;;O3;CPCB;µg/m³;11.09;2016-04-05T14:30:00+05:30;India
IN;Delhi;DTU, Delhi - CPCB;28.7500499, 77.1112615;SO2;caaqm;µg/m³;14.3;2022-10-31T07:15:00+05:30;India
IN;Delhi;DTU, Delhi - CPCB;28.7500499, 77.1112615;O3;caaqm;µg/m³;14.3;2022-10-31T07:15:00+05:30;India
IN;Delhi;Sonia Vihar, Delhi - DPCC;28.710508, 77.249485;PM10;caaqm;µg/m³;427.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Sri Aurobindo Marg, Delhi - DPCC;28.531346, 77.190156;PM2.5;caaqm;µg/m³;232.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Sri Aurobindo Marg, Delhi - DPCC;28.531346, 77.190156;NO2;caaqm;µg/m³;25.4;2022-10-31T06:15:00+05:30;India
IN;Delhi;IGI Airport (T3), Delhi - IMD;28.5627763, 77.1180053;PM2.5;caaqm;µg/m³;107.56;2022-10-16T20:30:00+05:30;India
IN;Delhi;Punjabi Bagh, Delhi - DPCC;28.674045, 77.131023;NO2;caaqm;µg/m³;54.7;2022-10-16T19:45:00+05:30;India
IN;Delhi;Ashok Vihar, Delhi - DPCC;;NO2;data.gov.in;µg/m³;95.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Ashok Vihar, Delhi - DPCC;;O3;data.gov.in;µg/m³;11.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Okhla Phase-2, Delhi - DPCC;;NO2;data.gov.in;µg/m³;101.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Okhla Phase-2, Delhi - DPCC;;PM2.5;data.gov.in;µg/m³;177.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Sonia Vihar, Delhi - DPCC;;CO;data.gov.in;µg/m³;89000.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Najafgarh, Delhi - DPCC;;PM10;data.gov.in;µg/m³;190.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Pusa, New Delhi - IMD;28.610304, 77.0996943;O3;caaqm;µg/m³;17.53;2018-05-14T07:30:00+05:30;India
IN;Delhi;Okhla Phase-2, Delhi - DPCC;28.5366411, 77.2664587;NO2;caaqm;µg/m³;14.1;2018-05-12T11:00:00+05:30;India
IN;Delhi;Najafgarh, Delhi - DPCC;28.5108561, 76.7093948;PM2.5;caaqm;µg/m³;105.0;2018-05-12T11:00:00+05:30;India
IN;Delhi;Najafgarh, Delhi - DPCC;28.5108561, 76.7093948;PM10;caaqm;µg/m³;356.0;2018-05-12T11:00:00+05:30;India
IN;Delhi;Income Tax Office, Delhi - CPCB;28.6235, 77.2494;NO2;CPCB;µg/m³;132.1;2018-02-22T09:15:00+05:30;India
IN;Delhi;Punjabi Bagh, Delhi - DPCC;28.6683, 77.1167;PM2.5;CPCB;µg/m³;183.0;2018-02-22T02:45:00+05:30;India
IN;Delhi;IGI Airport;28.56, 77.094;PM2.5;CPCB;µg/m³;56.82;2015-07-10T12:00:00+05:30;India
IN;Delhi;Pusa, Delhi - DPCC;28.639645, 77.146262;CO;caaqm;µg/m³;1800.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Vivek Vihar, Delhi - DPCC;28.672342, 77.31526;PM2.5;caaqm;µg/m³;287.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Patparganj, Delhi - DPCC;28.623763, 77.287209;O3;caaqm;µg/m³;1.4;2022-10-31T06:15:00+05:30;India
IN;Delhi;Patparganj, Delhi - DPCC;28.623763, 77.287209;PM2.5;caaqm;µg/m³;256.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Jahangirpuri, Delhi - DPCC;28.73282, 77.170633;CO;caaqm;µg/m³;700.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Jahangirpuri, Delhi - DPCC;28.73282, 77.170633;PM2.5;caaqm;µg/m³;250.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Bawana, Delhi - DPCC;28.7762, 77.051074;CO;caaqm;µg/m³;1300.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Sonia Vihar, Delhi - DPCC;28.710508, 77.249485;PM2.5;caaqm;µg/m³;310.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Wazirpur, Delhi - DPCC;28.699793, 77.165453;O3;caaqm;µg/m³;5.1;2022-10-31T06:15:00+05:30;India
IN;Delhi;Wazirpur, Delhi - DPCC;28.699793, 77.165453;CO;caaqm;µg/m³;0.1;2022-10-31T04:30:00+05:30;India
IN;Delhi;Ashok Vihar, Delhi - DPCC;28.695381, 77.181665;SO2;caaqm;µg/m³;0.9;2022-10-31T06:15:00+05:30;India
IN;Delhi;Vivek Vihar, Delhi - DPCC;;PM10;data.gov.in;µg/m³;273.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Punjabi Bagh, Delhi - DPCC;;NO2;data.gov.in;µg/m³;59.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Major Dhyan Chand National Stadium, Delhi - DPCC;;PM2.5;data.gov.in;µg/m³;185.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Major Dhyan Chand National Stadium, Delhi - DPCC;;SO2;data.gov.in;µg/m³;7.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Aya Nagar, Delhi - IMD;;PM2.5;data.gov.in;µg/m³;127.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Aya Nagar, Delhi - IMD;;CO;data.gov.in;µg/m³;42000.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;IHBAS, Dilshad Garden, Delhi - CPCB;;CO;data.gov.in;µg/m³;73000.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Pusa, Delhi - DPCC;;CO;data.gov.in;µg/m³;57000.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Pusa, Delhi - IMD;;PM10;data.gov.in;µg/m³;182.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;ITO, Delhi - CPCB;28.6316945, 77.2494387;CO;caaqm;µg/m³;1450.0;2020-01-20T12:45:00+05:30;India
IN;Delhi;Patparganj, Delhi - DPCC;28.6310495, 77.2846218;PM10;caaqm;µg/m³;149.0;2018-05-13T17:00:00+05:30;India
IN;Delhi;Nehru Nagar, Delhi - DPCC;28.5639543, 77.2587868;CO;caaqm;µg/m³;1200.0;2018-05-12T11:30:00+05:30;India
IN;Delhi;Mandir Marg, New Delhi - DPCC;28.6372688, 77.2005604;NO2;caaqm;µg/m³;26.9;2018-05-10T13:00:00+05:30;India
IN;Delhi;Major Dhyan Chand National Stadium, Delhi - DPCC;28.6125027, 77.2351994;NO2;caaqm;µg/m³;87.4;2018-05-12T10:00:00+05:30;India
IN;Delhi;NSIT Dwarka, Delhi - CPCB;28.591, 77.05;NO2;CPCB;µg/m³;31.7;2018-02-22T09:30:00+05:30;India
IN;Delhi;Shadipur, Delhi - CPCB;28.6517, 77.1581;CO;CPCB;µg/m³;2140.0;2018-02-22T08:15:00+05:30;India
IN;Delhi;Pusa, Delhi - IMD;;PM10;CPCB;µg/m³;168.88;2018-02-21T12:30:00+05:30;India
IN;Delhi;NSIT Dwarka, Delhi - CPCB;28.60909, 77.0325413;CO;caaqm;µg/m³;860.0;2022-10-31T07:30:00+05:30;India
IN;Delhi;Dwarka-Sector 8, Delhi - DPCC;28.5710274, 77.0719006;SO2;caaqm;µg/m³;1.7;2022-10-31T06:15:00+05:30;India
IN;Delhi;Mundka, Delhi - DPCC;28.684678, 77.076574;PM2.5;caaqm;µg/m³;239.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Chandni Chowk, Delhi - IITM;28.656756, 77.227234;O3;caaqm;µg/m³;13.38;2022-08-02T16:00:00+05:30;India
IN;Delhi;Lodhi Road, Delhi - IITM;28.588333, 77.221667;PM10;caaqm;µg/m³;78.9;2022-08-02T15:00:00+05:30;India
IN;Delhi;Narela, Delhi - DPCC;;PM10;data.gov.in;µg/m³;255.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Okhla Phase-2, Delhi - DPCC;;CO;data.gov.in;µg/m³;69000.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Rohini, Delhi - DPCC;;NO2;data.gov.in;µg/m³;21.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Wazirpur, Delhi - DPCC;;PM2.5;data.gov.in;µg/m³;212.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Jawaharlal Nehru Stadium, Delhi - DPCC;;PM10;data.gov.in;µg/m³;189.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;IHBAS, Dilshad Garden, Delhi - CPCB;;O3;data.gov.in;µg/m³;17.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Lodhi Road, Delhi - IMD;;O3;data.gov.in;µg/m³;4.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Okhla Phase-2, Delhi - DPCC;28.5366411, 77.2664587;CO;caaqm;µg/m³;1400.0;2018-05-12T11:00:00+05:30;India
IN;Delhi;Jawaharlal Nehru Stadium, Delhi - DPCC;28.5828503, 77.2321778;PM2.5;caaqm;µg/m³;152.0;2018-05-12T12:00:00+05:30;India
IN;Delhi;Ashok Vihar, Delhi - DPCC;28.6957202, 77.1812947;O3;caaqm;µg/m³;131.7;2018-05-12T10:00:00+05:30;India
IN;Delhi;Narela, Delhi - DPCC;28.8446874, 77.0332666;SO2;caaqm;µg/m³;15.5;2018-05-12T10:00:00+05:30;India
IN;Delhi;Punjabi Bagh, Delhi - DPCC;28.6683, 77.1167;NO2;CPCB;µg/m³;92.9;2018-02-22T02:15:00+05:30;India
IN;Delhi;Sirifort, Delhi - CPCB;;PM2.5;CPCB;µg/m³;69.0;2018-02-21T13:00:00+05:30;India
IN;Delhi;North Campus, DU, Delhi - IMD;28.6573814, 77.1585447;O3;caaqm;ppm;0.01087;2022-10-31T07:30:00+05:30;India
IN;Delhi;Jawaharlal Nehru Stadium, Delhi - DPCC;28.58028, 77.233829;PM10;caaqm;µg/m³;317.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Patparganj, Delhi - DPCC;28.623763, 77.287209;SO2;caaqm;µg/m³;3.6;2022-10-31T06:15:00+05:30;India
IN;Delhi;Okhla Phase-2, Delhi - DPCC;28.530785, 77.271255;PM10;caaqm;µg/m³;403.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Bawana, Delhi - DPCC;28.7762, 77.051074;PM2.5;caaqm;µg/m³;296.0;2022-10-31T06:15:00+05:30;India
IN;Delhi;Sonia Vihar, Delhi - DPCC;28.710508, 77.249485;O3;caaqm;µg/m³;3.8;2022-10-31T06:15:00+05:30;India
IN;Delhi;Wazirpur, Delhi - DPCC;28.699793, 77.165453;SO2;caaqm;µg/m³;7.5;2022-10-31T06:15:00+05:30;India
IN;Delhi;Anand Vihar, Delhi - DPCC;28.647622, 77.315809;NO2;caaqm;µg/m³;29.7;2022-10-31T06:00:00+05:30;India
IN;Delhi;Punjabi Bagh, Delhi - DPCC;28.674045, 77.131023;SO2;caaqm;µg/m³;21.7;2022-10-16T19:45:00+05:30;India
IN;Delhi;Burari Crossing, Delhi - IMD;28.7256504, 77.2011573;PM2.5;caaqm;µg/m³;0.0;2022-08-03T16:30:00+05:30;India
IN;Delhi;Ashok Vihar, Delhi - DPCC;;SO2;data.gov.in;µg/m³;67.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Rohini, Delhi - DPCC;;PM2.5;data.gov.in;µg/m³;217.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Mundka, Delhi - DPCC;;SO2;data.gov.in;µg/m³;14.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;R K Puram, Delhi - DPCC;;SO2;data.gov.in;µg/m³;9.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Shadipur, Delhi - CPCB;;NO2;data.gov.in;µg/m³;90.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;Sirifort, Delhi - CPCB;;PM2.5;data.gov.in;µg/m³;215.0;2022-03-25T05:00:00+05:30;India
IN;Delhi;East Arjun Nagar, Delhi - CPCB;28.655935, 77.294904;NO2;caaqm;µg/m³;35.02;2022-01-26T12:30:00+05:30;India
IN;Delhi;Anand Vihar, Delhi - DPCC;28.646835, 77.316032;PM10;caaqm;µg/m³;30.0;2021-09-20T13:15:00+05:30;India
IN;Delhi;Nehru Nagar, Delhi - DPCC;28.5639543, 77.2587868;SO2;caaqm;µg/m³;18.8;2018-05-12T11:30:00+05:30;India
IN;Delhi;Najafgarh, Delhi - DPCC;28.5108561, 76.7093948;NO2;caaqm;µg/m³;14.3;2018-05-12T11:30:00+05:30;India
